review_id,title,text,rating,timestamp,helpful_vote,verified_purchase
review_dd5acc31ac96ed13,Not Red,"It's a darker pink, definitely not red.",1.0,1539735681710,0,True
review_53b5bb038ca3ea7d,Love these,"Good price , great toothbrush and good for the environment",5.0,1634569650602,1,True
review_a20a7963f746ae55,Great bottles,Great price and quality. I have different sizes. Will buy more,5.0,1538068720290,0,True
review_44e403735b890f8d,Great!,"Smell nice, not greasy, much more refreshing than traditional makeup wipes, large wipes with a light texture to really get off makeup and grime. Buying more.... finally, that first double pack has lasted a long time!",4.0,1544545139166,4,True
review_6eb0eba3a1e667dc,Five Stars,Love this brush!,5.0,1480782005000,0,False
review_fe6e33bae412c016,"Everything was fine, including timely delivery and product was true to ...","I don't write negative reviews and this is the first. Everything was fine, including timely delivery and product was true to its description. However, it caused swollen and itchiness after some of the fibers fell in my eyes, and it is supposed to be hypoallergenic. It is nice to have amazing lashes, but not at the cost of my eye sights.",1.0,1438132672000,0,True
review_300fb3e6991764dd,Good product - softer than I excpected,Exactly as described. Was suprised at how soft the bristles were - I have to almost scrub to feel like it is doing its job.,4.0,1530468188602,0,True
review_371b05b3cde82438,My favorite scent of all time,"My favorite scent of all time. The patchouli in this, because its mixed with the sweet orange, doesn't overwhelm you like some forms of patchouli do. Complimented often. Love this!!!",5.0,1440609685000,0,True
review_09d3a38a5755eb8b,Good,Good buy. Held up well. Why do I have to any anything more than that. I still have 5 words.,5.0,1494364293000,0,True
review_043a7ded9aace039,Great product.,Great product for the laboratory. Wish I had one years ago.,5.0,1597950481763,0,True
review_398c037214cddfe6,Looked used,I opened it and it looked used. There was purple in the white and all of them look like they had been sampled. Not only that but it had a strong baby wipe smell leading me to believe they wiped the product down and resold it. Very disappointed,1.0,1522678992074,1,True
review_f4ce0f1c7d49aff1,Good,I love the smell but it doesn't last long,4.0,1612492038891,0,False
review_6006b04e59c04553,Looks cheap and creaks,The iron looks cheap (looks like made from cheap plastic) and creaks every time you push the button to open it to put your hair in.,2.0,1558488697046,0,True
review_041a41ed1f23ecb0,I LOVE the Hyaluronic Acid Vit,"I LOVE the Hyaluronic Acid Vit, C serum for faces and other Derma-nu Miracle skin remedies, they have a really good facial scrub, moisturizer,<br />eye gel/cream.",5.0,1470583272000,0,False
review_4729ca91c6b741e2,It's nice ane I have given it to my niece,"It's okay sometimes I doubt that it's mink, but I don't know. It's nice ane I have given it to my niece.",3.0,1450542590000,0,True
review_0109c83a70b4fc1d,Cute but uncomfortable,Looks really cute but incredibly uncomfortable to wear. You get what you pay for I guess.,2.0,1649546460810,0,False
review_9aa9a1da4e9b7294,Contained broken parts,The attachment with the little balls was broken and a ball was missing,2.0,1633979338501,0,True
review_6123ae9c8b08f3c0,Great! However no reason for 30.00 dollars.,I love these headbands However I do not like a $30 price because its nothing different than any other headband i have owned. I love but don't recommend unless the price drops,3.0,1351107045000,1,True
review_645b1280e420aeee,Four Stars,Great product good cost,4.0,1459290296000,0,True
review_26aab71c4d7da7f3,"Wonderful smell, great deal!","Stumbled across Premium Nature Beard Grooming Kit after my boyfriend complained that he couldn't find any beard balm/oil for a decent price and of course I replied with &#34;Amazon will never fail me!&#34; The reviews promised a great smell and I can tell you what, this stuff smells wonderful!! And it's a GREAT deal!<br />He has only used it for two days but so far my boyfriend has said his face doesn't itch from dry skin at all and he loves the lasting smell, so.... so far, so good! Will update later with more info.",5.0,1507261687808,5,True
review_855d16b6a5d0ab73,New favorite liquid liner,"update 02/16<br />This continues to be my favorite eyeliner!<br />If it doesn't come off when you wash you face at night, it actually easily peels off.<br />i suggest it to friends and coworkers all the time.<br />-----------------------------------------------------------------------------------------------------------------------------<br />New favorite liquid liner!!<br />I've tried numerous brands over the years, some definitely better than others. I've got somewhat oily eyelids toward the mid to end of the day and all other liquid liners have smudged to some extent. I'd always find myself touching up around lunch time. Not this one! No smudging at all!<br />Yet comes off nicely when i wash face at night.",5.0,1441163573000,1,True
review_821a9923beab40f5,Great mask,"Excellent mask, hydrates without being greasy. Great texture. I love the packaging too, super functional— opaque, non jar, squirt top, and stands up independently.",5.0,1546110412448,4,True
review_037911e4ec91b254,Five Stars,Very nice. Daughter loved them.,5.0,1518116129232,0,True
review_814014cfe7a444d6,Stunning!!!,"WOW, I'm hooked. I have never seen a product like this. Absolutely stunning nails with designs and colors. Blue for example will be blue, green or purple depending on the light. Then add the magnetic effects and I can't stop staring at them. A beautiful linde star effect today. Please let me buy more if this product! Please!",5.0,1609893080760,0,True
review_ec05170a7560504c,Very nice,"A little bit different than expected, but really pretty. looked wonderful in the hair of a lovely teenager as she danced at Obon.",4.0,1504935724542,0,True
review_5a23d383d8a22d56,"Not good, waist of time and money...","Bought for my adult daughter, the package was beautiful, a wooden piece was cracked originally which I didn't see and my daughter used it one time and the crack became visible. She used a couple times and finally broke off and another piece came off the small brush. Assuming all the wooden pieces will come off eventually. ..very bad, I am going to see if big brush is bad as well.<br />Will return as I find a time over the weekend.<br /><br />For the price, very cheap and waist of my time.<br />I am upset b/c the price is unreasonably high and it does not last at all and also came as defected.<br /><br />Not worthy...<br />I will put a picture review over the weekend. Which I should have done before my daughter even used it. Such a time consuming!",1.0,1461329791000,1,True
review_72d177b420adb10b,"Nope, Weak Working Primer for Me, no Watermelon Smell to make it worthwhile","I was so excited about this primer and trying it, it has some great marketing that appeals to us ladies. For context I use primer every day under my makeup, I have combination skin that leans towards the dry side and I need a very strong moisturizing primer to hold it together correctly, not look patchy, and hold well all day.<br /><br />This primer does the bare minimum for moisture, it is ok but nothing more than that. The biggest letdown was the smell, it could have been so awesome if it was a juicy watermelon smell but it just smells slightly chemically sweet. I had to write this review because this product keeps selling out and I really think we should have better products and spend out money for products that work more than just the bare minimum and overall waste our hard earned money.",2.0,1578277238174,1,False
review_00d1ac4d34ccf0e7,Highly recommend,Works great,5.0,1567040706345,0,True
review_48b6b523df2a02d1,Five Stars,Easy to use. Goes great with KISS products complete salon acrylic kit,5.0,1518189905800,0,True
review_18670c03dbf34b7d,Giftable,"Not very fizzy, but they smell good and make good gifts. They are each individually wrapped.",4.0,1580077348622,30,True
review_ae98da775dec2061,Great Product for Darker Hair Colors,"I bought this to try and help with my pale blonde brows. I thought it would be a medium brown color based on the description and picture for the product, but I was wrong. The pen is very easy to use, and results in beautiful natural looking brow hairs, but for us light haired ladies it was way too dark. I hope they can offer a more realistic blonde color in the future. I'd be sold.",3.0,1558615185408,2,True
review_15fc5d5ff941765b,She liked the product and said it helped her makeup to ...,It was for my grandaughter. She liked the product and said it helped her makeup to not completely wash off or smear while spending a day at the pool.,5.0,1493606735000,0,True
review_fc1a2ed0c7c7fbc1,Didn't work for me,"I used this product on my face for acne scars and nothing changed. Sad, I wasted $30.",1.0,1435874021000,0,True
review_e0877a3e1481d6bb,Sparkle Kitten Queen!,Adorable! Fun headband purchased for my teen daughter but I would wear it too! LOL,5.0,1559085096054,1,True
review_bd67feabe96a3dfc,Tip2Toe Skin Remover!,"From reading other reviews, I knew this should be a powerful but effective callus remover. I also knew some people had burned or bloody areas of skin from using it. I was being extremely light-handed with the remover with the lighter grid disk and the unit on lowest power. I did not hold the remover in one place but lightly brushed it over areas. I burned several callused spots almost instantly and drew blood in one spot. I can't imagine what higher speeds and coarser grits would have done. Unit has been returned. I advise not purchasing this tool but if you do, be very, very careful in its use.",1.0,1384538761000,27,True
review_b31dfa60e504e133,Four Stars,Fit is small. Sock is thin.,4.0,1490563174000,1,True
review_c5d64a993b437fdc,Fake product,This is not the real product. The real product is thicker and a darker blue. This product is thinner and a light light purple. Extremely disappointed,1.0,1628166944236,1,True
review_b3a6bd7766164bb7,Dazzling.,Perfect look. Nice size. Great price.,5.0,1474129505000,0,True
review_914e0138a2158b8a,Good. Works,Only option for the Panasonic shaver. Works as expected.,5.0,1563031844465,0,True
review_22319f3e70b814de,Great investment,"Tates is one of my favorite brands of moisturizers. There’s no scent and it’s very gentle on the skin. I use it on my hair as a leave in conditioner, make up remover, and all over moisturizer. my little Chinese crested dog has sensitive skin So I Apply a squirt on her after each bath. Highly recommend for anyone looking for a gentle multi purpose moisturizer.",5.0,1582391482496,0,True
review_ce9bdc5c16b06224,Not real silver. The silver paint rubbed right off ...,Not real silver. The silver paint rubbed right off within a couple days. But it was only $2 so it's still cute for the time being.,1.0,1442322544000,0,True
review_4e13eb58fefd60fe,I love the fact they have little bit of everything,"I love the fact they have little bit of everything, but the quality is somewhat mediocre. The doughnut shape sponge cannot hold hairs well, not working well as the one I got from Forever21, and my hair will not stay in the place. If you have full, thick hair, it won't be a matter, but with thin hair like mine, you can see the sponge as the hair won't stay in the place.",3.0,1499165714770,1,True
review_77e74c002e190e91,More like or a doll or a small child,Took 3 weeks for delivery and once arrived I can't believe how small it is? More like or a doll or a small child.,1.0,1442071906000,0,True
review_5c492f7229d81e96,Love this stuff it is thirst quencher for curly hair,"I love this stuff it works so good in my hair even when Georgia is having rainy days. Definitely, recommend buying this if you have issues with frizziness and humidity.",5.0,1555296056525,0,True
review_d254c720648f4389,Nice set,Gentle and moisturizering shampoo and conditioning set,5.0,1541211223964,0,True
review_af9621ee32353d18,Outstanding shampoo and conditioner!!!!!,"Outstanding product!!! I dye and heat style my hair and this shampoo and conditioner is wonderful ❤️. When I wash using this set I can sometimes not &#34;do&#34; my hair, it's super shiny and no frizz!!",5.0,1505529916177,0,True
review_a81e262c12b0ab43,"I ordered this brush and it's cool, I like it","I ordered this brush and it's cool, I like it. However I gave it 2 stars because I ordered a red brush. I did not receive a red brush, I received a pink brush. I don't like the color pink but did not feel it was worth the hassle of returning it.",2.0,1502812960024,0,True
review_fc320f15601c254e,All Natural!,"Great product, wish it had a little more wax to have stiffer control but overall I can add a lot and feel like a 1950's greaser lol",5.0,1590222009885,0,True
review_656a9ff546119869,Inexpensive and cheaply made,"For the price and costume look, it worked. The amount of hair is about half what the picture looks like and you can obviously see the under net along the edges when worn. Cheaply made, inexpensive, so i can't complain.",2.0,1583018119485,1,True
review_320e147bd1c4643a,"Easy to use, cheap, professional and durable",Great for at home manicure use! Cheap and high quality; seems very durable and will do the job.,5.0,1603223818634,0,True
review_8b2d781329c7cdaa,Going - Going - SOLD!,"After 30 years of trying everything on the market under $70, I found BWC Maximum Moisture Cream and am sold. For me, it makes my skin softer and more healthy looking than anything I have tried (like in those nice department stores). I'm old enough that my laugh lines have turned into deep crevasses (blaming the Texas sun and years of no skin protection, but still love my Texas), but this product has soften even those. I'm a happy camper.",5.0,1468833064000,2,True
review_5687fc9ed7745595,Five Stars,Not bad,5.0,1466830525000,0,True
review_6e5728154b78f989,"Pretty colors, not enough different sizes.","I liked the colors, that was the main reason I bought these.<br />However, there were not enough variety in sizes. The first box had (6) size 6 nails, (5) size 2 and (0) size 3. I am familiar with press on nails and you at least get one full set from a box but these didn't even have enough different sizes to make one set.",3.0,1595864170796,0,True
review_4e8d0c883498cd25,Everyone loves washing hands in our bathroom!,"This smells heavenly! Fragrance is fresh and not overpowering. I received it as a gift and I am skeptical about such products. Boy, was I surprised! I just wish there was a coordinating hand lotion!! Very disappointed there are not more products with this fragrance.",5.0,1509542754389,1,True
review_2d552c8cdc6054fc,Five Stars,I like it because it fits in my compact foundation make up case.,5.0,1526173122515,0,True
review_f44f091e36d1a8d9,Five Stars,"good for my skin, I get compliments that I look younger and skin looks healthier.",5.0,1509752548700,0,True
review_e1dac8e95cbc4d2d,Five Stars,"good for my skin, I get compliments that I look younger and skin looks healthier.",5.0,1509752533792,0,True
review_752d5fc4357499fc,Great idea!,My ears are no longer sore and my earrings are no longer missing in action! These headbands provide a perfect alternative and my facemask stayed securely in place. The headbands themselves are very pretty and since the buttons that hold the mask in place are clear they are easy to hide in the folds of the headband once we return to normalcy and no longer need to be masked.,5.0,1620399335212,0,True
review_8f1ea66c087e5e66,Easy AF,Does exactly what it says. Best way to remove gel polish.,5.0,1594062430993,0,True
review_7efa154006e46914,Questionable Shipping.,"Package was not secure, taped or placed in a larger shipping box. Surprised it survived. Product is as advertised.",4.0,1575846126380,1,True
review_369366177b7baf2e,I like my ordinary diffuser better,I did not care for it. It collapses everytime I use it. I like my ordinary diffuser better. Should had saved my money for the DevaCurl diffuser.,1.0,1497286433832,0,True
review_cdc661193ec86193,Great product. Would buy again!,Attractive and great adhesion.,5.0,1635701981138,0,True
review_bf724bd9aaf16bdf,Too grey,Thought it would be whiter so it doesn't match my hair. And I think that the comb is backwards. The feel is nice.,1.0,1598565845956,0,True
review_1b90600b56adf54f,Good but not great,"They show running them over a balloon in the commercial. Well, I nick myself every time I use them. Still much better than a blade.",5.0,1661917984016,0,True
review_d61f102659a87286,Expensive,"Nice, but at the price I don't imagine buying it again.",4.0,1612822650370,0,True
review_881abea6cd410dc4,Pedi socks,"I live in north west Montana. Pedicures in winter can be very uncomfortable with the cold weather. These socks are a bit tight, but I think will be better with wear. I can actually wear my pedi socks with my boots (plenty of toe room), so they help keep my toes warm and polish shiny!",4.0,1639702871497,0,True
review_d0052dd0b8ac60ef,Great brush!,"Bought this for my husband, he loves it!",5.0,1646251866367,0,True
review_a0708c2335496257,Five Stars,"5, 10, & 15 bottles fit perfectly.",5.0,1501722382532,0,True
review_0e41d52e3c3efaee,GREAT!,WAS A PRESENT. COULD NOT FIND ANYWHERE ELSE.,5.0,1640889838802,0,True
review_6898c023c2611e97,Good oil,"Tamanu seed oil is great for wounds and small skin conditions. Has an interesting peppery smell.. I use it for minor cuts and bruises, as long to make skin serums. works great. And definitely 1 oz.",5.0,1479950507000,5,True
review_66c490b766c8a150,Great Idea,This is a great idea. However my dogs legs are too short and they did not like it. I really didn’t feel that it really got into the crevices,3.0,1643984346599,0,True
review_9f033b26400bae91,Good purchase,I like to buy my own gels and take them to my manicurist. That way I can fix cracks or chips at home in between manicures this color is pretty and it was pretty durable.,5.0,1673982072194,1,True
review_70b441928ad6bbb6,Wait 6 weeks for results! Very Happy,"I saw a review that said it was useless after 2 weeks, but the manufacturer even says to wait 6 weeks. I got it on March 3rd 2021 and it's now April 29th, and my nails are doing great! I apply it twice a day and I'm still on my first bottle, ordering my 2nd one soon!<br /><br />I had tried ""NAIL-AID Hardener + Keratin Growth + Gel Top Coat, Clear Set"" before and it wasn't fixing the root of the problem. And even with using it, I still couldn't grow my thumb nail out, I kept breaking it. I had also been taking biotin supplements daily and that wasn't doing the trick. I eat really healthy so I wasn't sure what I was missing.<br /><br />I started using this, and over 6 weeks later, my nails look great! I've also started eating more beets and I still take the biotin supplement just in case. They are still a little weak, but stronger than before! They aren't breaking and peeling all the time.",5.0,1619708336704,10,True
review_011e24082ef61452,"Most brushes fit, easy to clean","I ordered this bag for my wife to store her makeup brushes. The bag itself is vinyl with a simple snap closure and elastic loops to hold the brushes. The loops vary in size from one side to the other. Smaller loops are on the right for small brushes, and larger loops are on the left for large brushes. She had one brush that was too tall to fit, but all the others fit just fine. The material is completely clear and easy to wipe clean.",5.0,1678641814233,0,False
review_ad61b4a4322cbeaa,Flimsy sham,"Cheapie construction. What little inadequate ""adjustments"" it can do won't hold. This will not fit most faces. Ridiculous price for poorly designed sham. Please, anyone who finds they can make this work has the skills that show you don't need this.",1.0,1590529297747,5,True
review_5827259973124b9a,Excellent quality merchandise,Excellent yard flag for anyone who has fur babies.,5.0,1622150167918,0,True
review_09c2e1600855ef6a,I still need a good travel Razor....,Doesn't give a close feeling shave<br />Heavy and bulky<br />Foil sections should have been combined into just one...,2.0,1572465788458,0,True
review_b803d59d065d92b1,Easy to use.. fun,Fun. Easy to use.,5.0,1627086105029,0,True
review_ab143ff9b3584930,My Chiropractor Suggested getting this adjusting tool,"My Chiropractor was using this tool along the side of my spine for an adjustment for sciatica pain and on the muscles down my leg to loosen those muscles that get a death grip on the sciatic nerve. I knew it would be pricey but I can say it has been worth it! I use it the same way my Chiropractor uses it. It does relieve the pain in my lower back and loosens the muscles. My husband also has sciatic problems and I use it on him to loosen the muscles. I do not use it directly on the spine, just to the side of the spine. I have used it in the neck area and that helps too .",5.0,1651702126073,5,True
review_3412f5ea731f4499,Comfortable!,I replaced my bath pillow with this one. This is so comfortable and easy to take care of.,5.0,1589840399778,0,True
review_5a44042e4baf5d74,Five Stars,Loved them,5.0,1429212271000,0,True
review_380bc7de3247e04c,Great product Once my container is almost gone I will ...,I received these pads as a gift. When I opened the container I was shocked. These thin pads did the job. I used three of them on all 8 fingers & 2 thumbs. Great product Once my container is almost gone I will get more,5.0,1521349864151,0,False
review_1ae68cd202746524,I will never buy it again!,Not good quality and it’s pricey for the amount of the seeds!,1.0,1579388656724,0,True
review_c3dcc43f793e9d4e,Real stone,Would be much better if it is a little bit bigger than this size,3.0,1563539744048,1,True
review_f743f76037a35015,Works great.,Arrived on time. Works great.,5.0,1522684043347,0,True
review_a07b281cc81a4e75,Beautiful well made hair accessory,These hair clips are really beautiful! Great colors! And very importantly they are sturdy!,5.0,1527777923448,0,True
review_7dba31335c777c18,Good Working Razor,"The Razor works well and cleans easily. I noticed that when the batteries run down it just shuts off, it does not seem to slow down as the batteries run down and need to be charged. The charger cord has a tranformer at the plug end so it is larger than a standard plug. The charger stand does not have to be used, the cord will plug directly to the razor or into the charging stand. This may be an important consideration when travelling.",4.0,1198826373000,0,True
review_b3a390a006485a40,Great bottle and leakproof,"Really like this small bottle, I clip it on my belt everyday for using hand sanitizer at school. Its the perfect size and I love the silicone feel to it versus the normal plastic bottles. Definitely worth it to get the silicone bottles and they are really leakproof.",5.0,1599603637745,1,True
review_a406231019a3d23d,Four Stars,Dail deodorant soap power with a nice lavender scent.,4.0,1516595030176,2,True
review_c4ab62f7d1cba4e6,True to the ad. Color is perfect!,The mineral blush I used to use is no longer made. This one is really close to the old one I had and goes on and stays on perfectly!,5.0,1570029840385,0,True
review_df8785ccb429b9ae,Works for me,Just received this item and so far it is working for me. Easy to install.,5.0,1558884197203,0,True
review_b9a04c530a9218ff,They break,"First broke, 2nd broke and I gave up after the 3rd. They are pretty, but need to make them more resistant.",1.0,1637811817867,0,True
review_e0b07536c490005b,"Good quality, and looks great","Took a chance with these, since metallic nails are either pretty durable or pretty terrible at keeping the ""shiny"" look. These have the former quality, good surface that handles scratching and rubs well. They have a nice look to them with a pretty rose-gold matte finish, but to even bring out the metallic look even more, I put a clear top-coat on it an they looked awesome! They even took to the top coat well (sometimes the top-coat peels off easily off of other artificial nails I've tried it on). Very happy with these, will probably buy more!",5.0,1597152521272,0,True
review_02d7f7dcd58f8a6d,I like it leaves a nice line when used. Thanks,I like it leaves a nice line when used. Thanks,5.0,1635566284971,0,True
review_1061126c5fb5eaf3,not what you think,not much bigger than a 50 cent peace,2.0,1612565565068,0,True
review_20d628194d96fee5,My hair is softer,"These products work great, and it was nice to have this travel size as a sampler before I order the larger bottles.",5.0,1655993407165,0,True
review_e57efa3a0f763032,Love this product,I love the fact that it has 2 compartments. I use the one for meds and the other for phone cords.,5.0,1602536531540,1,True
review_6612803bb4024274,Perfect comb,Does the job just fine,5.0,1610796365450,0,True
review_509b63fb37ae2f4c,Stopped working in less than 2 months,"I used this to mist my plants. It was great while it lasted, but should have lasted longer.",1.0,1653351453172,0,True
review_1d962203f84e7310,cleans nicely. strong scent.,"This just wasn't for me. I disliked the scent. It did cleanse very nicely, but not my kind of scent.",3.0,1508181999585,0,True
review_1e94b1360947f74c,Easy to use,"Got this for my sister in law (her wish) and she’s very happy with it. It works well, heats up the wax evenly and is easy to use.",5.0,1620387159224,0,True
review_ff66f9b6757ca188,Great for preventing pen stains in your pockets!,Great value,5.0,1666369186189,0,True
review_739c9bc52f336b65,Compact and roomy,So roomy,5.0,1560636904239,0,True
review_7b21dc458a157663,Did not work to hold my marks,Items did not meet my expectations. Nice head band but does not fit comfortably. My mask would not stay attached. I tried different masks and they could not stay on buttons,2.0,1624568438778,0,True
review_67d5c74220802f58,It’s convenient,Love it just what I was looking for,5.0,1585552696828,0,True
review_c2d19a6ba9680758,Who says gray isn’t sexy n beautiful and affordable,I have so many compliments from this sassy wig. I feel like a million bucks when I wear this wig. I ordered 2 additional more just to Have. The only thing is that my first wig was more bouncy than the other 2 I got later. What’s up with that? I just ordered another one of your fabulous wigs PLEASE can you make sure it's bouncy like the very first one that I purchased . Thank you Connie looking forward to my beautiful bouncy wig ❤️😘,5.0,1523402535181,2,True
review_f70c1bbf4ca78151,TOO SMALL FOR ADULT HEAD,"I have to send these back, Instant Migraine ...WAY TOO SMALL",1.0,1484525962000,5,True
review_2bffc8534a9b1e32,The tools that came with this were of poor quality. I ended up ordering another set of ...,The tools that came with this were of poor quality. I ended up ordering another set of tools to change the screen on my phone. I would recommend just purchasing the screen separately and a good quality set of tools.,2.0,1510251579510,0,True
review_bc5002329b64cb5a,Enormous clips,Very tight springs. Clips are incredibly large. Returned for damage in transit.,3.0,1570897877049,0,True
review_e3c6d8eae175036e,Nice,Works well,5.0,1586707816387,2,False
review_83ed4e2443ae45ca,Another product that didn't work,"As in all of my other reviews of Malibu products, I don't recommend this one either. Did NOT remove iron from my white hair. Maybe I have weird hair but this did nothing for me.",2.0,1351085822000,1,True
review_db5ec63ed8372a31,Cute color/great fit!,"I bought these locally (for about the same price) and loved them. I wore salon acrylics for many years and these are only my fourth set (third by Kiss) of DIY full coverage false nails. On my prior (and first) set of Kiss nails I initially used the adhesive tabs rather than the glue to keep from damaging my nails. They didn't stay on really great but I think there are some good reasons for that. First, its important to find which nails fit yours exactly. If they are too small the curve will interfere with the adhesive. If they are too big they will overlap your cuticles and expose the adhesive to liquids and such. I did not file my nails to encourage adhesion. I also did not use a primer nor did I push back my cuticles. Nevertheless, they stayed on reasonably well. The big bonus was that when it was time to take them off it just takes a short soak with acetone polish remover and they pop right off. The adhesive becomes rather like rubber cement. It comes cleanly off your natural nails as well as the acrylic ones (and you can use them again). The next time I tried nails from Kiss they were a different color but the package contents and instructions were identical. This time I wanted to see how the glue worked. Still no filing, primer, or cuticle pushing. Despite those facts the nails stuck tight. They weren't going anywhere and I'm tough on nails. I even used them to pry things. So, if you can't tell, I'm still sort of learning and experimenting to find things that work for me. I have some muscle control problems and the Kiss glue applicator (which is every bit as good as every other non-brush applicator) presents a bit of a problem for me. I decided to use a non-Kiss brush-on glue for this particular set. I lightly buffed, pushed back cuticles, cleaned with acetone, and primed. Despite being treated delicately for a special occasion and having very limited exposure to water they started popping off in less than 24 hours. Obviously the Kiss glue is superior. If anyone knows where I can get Kiss glue with a brush please let me know. Anyhow, aside from the adhesive the color is really pretty. Enough color to be noticed but it doesn't jump out at you. One thing I have learned during my false nail journey is that these things have a right way and a wrong way to be applied. I always get square nails so its easy to tell now that I know to look. The part that fits against your cuticle is the rounded end. Also, if you want them to look real you have to push them into your cuticles a bit. I found it a bit uncomfortable during the initial application but it faded quickly. Well worth the final look for me. There is one other cool feature of these nails I'd like to mention. All of them are numbered. This speeds up the nail selection process quite a bit. You just find a fit for one hand and then find the other nail with the same number. I'm going to be sure to write them down next time so I can just pick out the ones I need based on number without testing lots of them. I continue to be really pleased with the Kiss nails and I plan to buy many of them in the future. Not only can I change my manicure frequently but I can also protect my natural nails.",5.0,1462822475000,1,False
review_249e90d3fb3803fd,great product,added a lot of volume and hair feels very smooth after using. one of my regular shampoo now.,5.0,1576638254717,0,True
review_1918046343d7beb2,Doesn’t Really Exfoliate,It’s a good size and holds lots of sudsy water. It could use a larger loop for hanging. But it just isn’t coarse enough to be serious for its purpose.,3.0,1628464426243,0,True
review_6208fb8b0db2d553,Great,Love these dishes!,5.0,1571935585949,0,True
review_92a8997ee8746340,Very cute,Great value for the price. Great as a prize at my daughter's party,3.0,1627854722563,0,False
review_ba9513518b40cbb8,One Star,I have not felt any relief from my pain after using this cream,1.0,1465317487000,0,True
review_975309f8596bd612,Three Stars,Nicely made but too rough for my skin.,3.0,1478142493000,0,False
review_fe7bcc3bfa96e8ae,Brilliant,This is a brilliant little invention! No more hunting for attachments after they pop off and go under my dresser.,5.0,1614687528922,1,True
review_f5f027123f80df86,Works good !,Texture in my hair is amazing,5.0,1540143694061,0,True
review_9f872a64e2940fd7,Clean hair,I love how my hair is clean and not weighed down.,5.0,1591156763658,1,True
review_9cb25c1cb5c90d6c,Great product and use all the time.,Great product wife uses this all the time. We use it for when feel a headache coming on place some under your nose on upper lip and helps to relieve headache fast in our opinion. We also use it on sore muscles and seems to help. Like and would recommned.,5.0,1369593646000,5,True
review_d9c4d2081749bde3,AWESOME STICKERS!!!!,"These are adorable and perfect in size, a nice generous size where your THANK YOU won't be missed. Gives such a nice touch to clear cellophane treat bags which I use for jewelry. Don't be surprised if I am a repurchase again and again.",5.0,1490116958000,8,True
review_76963602815b03df,Good quality for the price.,The Tara girls twin bead bubble for hair came on time.They work great look good in my little girls hair.,5.0,1524488240091,0,True
