product_id,feature_id
B0009MFUOU,feature_5f98064c6ceb75c6
B0009MFUOU,feature_7f01ac7fc0220639
B0009MFUOU,feature_93712be30cc3db0a
B0009MFUOU,feature_d3132303ab7514bd
B0009MFUOU,feature_d70108ebb82120a6
B0009MFUOU,feature_f7a108ed88121db3
B0009MFUOU,feature_f8711ceab42ba7d8
B0009MFUOU,feature_fd46ff3f3e5b505f
B0009QZYI8,feature_938f7f4fa4b8b46b
B0009TAC14,feature_aa27253465e02ba3
B0009TAC14,feature_bbb4f318ad656313
B000AFILXS,feature_25479d90e0fe5216
B000AMG8E0,feature_6cda9ebfd79e7c93
B000AMG8E0,feature_b08b23e0d924fd4b
B000AMG8E0,feature_b1bc2523766e56fe
B000AMG8E0,feature_c107ee3aacb8a18a
B000AMG8E0,feature_d8988cfd42020df6
B000AMRIIK,feature_4898164e6fcf29d6
B000AMRIIK,feature_6c239d762b0c1795
B000AMRIIK,feature_823b75d49391704b
B000AMRIIK,feature_b5fcf3c1eb78c16a
B000AMRIIK,feature_bdd55fc08b8b5123
B000AMRIIK,feature_f44577e5942dacec
B000AYXBHA,feature_0aeaf317767e687a
B000AYXBHA,feature_d1fe94108db8ee87
B000AZ8KY8,feature_b7d6e40719b336dc
B000B12EAM,feature_1b9007ff9c0ea466
B000B12EAM,feature_34893e82b9f4fff6
B000B12EAM,feature_3b202cf07e767f79
B000B12EAM,feature_671897339d147039
B000B12EAM,feature_8c4a65e31d9de1d9
B000B83E3Q,feature_46ced18e8581b78d
B000B9P4OM,feature_2960109684d7c0f4
B000B9P4OM,feature_32e3fd5cb16d4efd
B000B9P4OM,feature_7992f16f5334108b
B000B9P4OM,feature_7bd3cfafd84393af
B000B9P4OM,feature_88bfa08247d4d3ff
B000B9P4OM,feature_fe5951e547bee1b3
B000BBPSFA,feature_122fdc4ca1c7c304
B000BBPSFA,feature_280ea4550eaba763
B000BBPSFA,feature_2829b199b17c9688
B000BBPSFA,feature_65737e5731c0f599
B000BBPSFA,feature_ac5811db1914150a
B000BBPSFA,feature_f650a3f37fc73823
B000BC1RZY,feature_0d52d1cd0b8979db
B000BC1RZY,feature_1cb442b6d601ad7e
B000BC1RZY,feature_29f8ddc333d1b171
B000BC1RZY,feature_69b66331d30c260a
B000BC1RZY,feature_d330a56bbde3ff44
B000BTAWMG,feature_68dec5283133e1b3
B000BTAWMG,feature_b28e950a46d60376
B000C1VY52,feature_68dec5283133e1b3
B000C1VY52,feature_b28e950a46d60376
B000CD3RD2,feature_09de116d19311468
B000CD3RD2,feature_38011e2469e520da
B000CD3RD2,feature_7d9eb73a48b28274
B000CD3RD2,feature_b461acfc4ad20220
B000CD3RD2,feature_ffa2949140acd3ec
B000CD7YGS,feature_a251ff33e7a63a0b
B000COKYTG,feature_338aaa687a661e1e
B000COKYTG,feature_3e1e5455d1edba2d
B000COKYTG,feature_57103a9726428418
B000COKYTG,feature_ccf37bfcb2380f14
B000E1ER9A,feature_61d669117fe8415a
B000E3FHJ2,feature_098f478952df6e14
B000E3FHJ2,feature_373854fb1a91c651
B000E3FHJ2,feature_6593ec8a27e10972
B000E3FHJ2,feature_9120ab7dc37835bd
B000E3FHJ2,feature_bd4f11b9504e2f4e
B000EFDKYE,feature_48b068c18e522735
B000EFDKYE,feature_7b93d441f31fb922
B000EFDKYE,feature_8e7ceeeb765ee4d5
B000EFDKYE,feature_cd49a53e92d44b91
B000EFDKYE,feature_e887115ab461a675
B000EFDKYE,feature_e98f83ddd3cab4fb
B000EH0EQ4,feature_0704c3aefc33a6d0
B000EH0EQ4,feature_4f3601599525458a
B000EH0EQ4,feature_bbf63cd1fb5f2f7a
B000EH0EQ4,feature_d9ec0a77bf280189
B000EVGPE0,feature_23d737f2a70f99bb
B000EVGPE0,feature_43cc47941f5efd1f
B000EVGPE0,feature_4750220978f75527
B000EVGPE0,feature_4a9f7ac678ee808c
B000F0BXLK,feature_1e29003a555046cd
B000F0BXLK,feature_4f1c69f8cfacf043
B000F0BXLK,feature_650e21a4f7b3df24
B000F0BXLK,feature_6b045fd864890853
B000F0BXLK,feature_9a53aca9e4ec76d0
B000F0BXLK,feature_b4b7861d0a6affd1
B000FG8SW6,feature_162b63dd9cfc51b3
B000FG8SW6,feature_76dae618c117c2b5
B000FI4S1E,feature_0c3980e04ffab6f4
B000FI4S1E,feature_462512a9afa86a2b
B000FI4S1E,feature_53d4b67df3d23a1f
B000FI4S1E,feature_93713d9a4e5085c7
B000FI4S1E,feature_b07382a9dd3b7cb0
B000FI4S1E,feature_b83a12b39f576b7a
B000FQ5NQ0,feature_77e8803ae368a62c
B000FQMTNK,feature_7f7a6d283231eebe
B000FQMTNK,feature_7fd484949b7a4b94
B000FQMTNK,feature_a35caed77cca238c
B000FUKK3C,feature_02c092986a3da37d
B000FUKK3C,feature_151528d7d7a2e33d
B000FUKK3C,feature_30b33b64dd2638ed
B000FUKK3C,feature_5f98064c6ceb75c6
B000FUKK3C,feature_604cb8feeb1b2e78
B000FUKK3C,feature_751d96bfb65aec14
B000FUKK3C,feature_93712be30cc3db0a
B000FUKK3C,feature_a0afd3b958c86581
B000FUKK3C,feature_d70108ebb82120a6
B000FUKK3C,feature_ebdd71a318f04e0c
B000G1C2AO,feature_e7c10837b26f4996
B000G386MU,feature_155e8bbb527f5192
B000G386MU,feature_3a08edf0b30c794d
B000G386MU,feature_3cacc319a54379ba
B000G386MU,feature_4c0b04a997902a88
B000G386MU,feature_679f1a99495d14a8
B000G386MU,feature_dec8b6b7627297e6
B000G6XJ3S,feature_1ceaabf33267d40b
B000G6XJ3S,feature_2fe504cb4ae72783
B000G6XJ3S,feature_40443ce0d89630e6
B000G6XJ3S,feature_6b27d1fa1c965c8c
B000G6XJ3S,feature_7e8b1a9d7b3660ea
B000G8LWZI,feature_22db6c2f72c972df
B000G8LWZI,feature_3b10fad702368dd4
B000G8LWZI,feature_3fbdd6b9a11d6e27
B000G8LWZI,feature_51a68fa3eab2c790
B000G8LWZI,feature_8169d7b83cfaccd6
B000G8LWZI,feature_8390f8c54eded1be
B000G8LWZI,feature_9ee59d75a5aa56e9
B000G8LWZI,feature_ad1acc2b8b1835f8
B000G8LWZI,feature_c945756ca7d701f9
B000G8LWZI,feature_de68dc299b9f4b4d
B000GAQS9G,feature_1a0c151b1191b819
B000GAQS9G,feature_874e25c2e52998f6
B000GAQS9G,feature_9d9524d7bfaff591
B000GAQS9G,feature_d3de2e4cd080a36c
B000GCHTH4,feature_02e255d29e460860
B000GCHTH4,feature_4ebacb6566c439bf
B000GCHTH4,feature_8d36f4c8474310ec
B000GCKANY,feature_0aa3da3446382636
B000GCKANY,feature_6082145b4debf611
B000GCKANY,feature_9540a5ddf62919c6
B000GCKANY,feature_b0d03750a3c6ee03
B000GD031C,feature_436932dcaa335280
B000GD031C,feature_5df7a1ce0b03dd7f
B000GD031C,feature_b5a2b97b2ba48c68
B000GD031C,feature_bd9f2e7972897f9a
B000GGFZ6W,feature_1ece5af9c4a97489
B000GGFZ6W,feature_32cc29b226e94a18
B000GGFZ6W,feature_744c9c5b66f944da
B000GGFZ6W,feature_ac9ebf0057ff1284
B000GGFZ6W,feature_c1958ef3abb2066b
B000GHVM6I,feature_25791b5544dca207
B000GHVM6I,feature_68dec5283133e1b3
B000GJ3EUS,feature_99b97ba9ccfcd036
B000H75DEE,feature_f00fefeb5cad2993
B000H7XZ7Q,feature_21a42bcf58269a2e
B000H7XZ7Q,feature_76039285d8450ba6
B000H7XZ7Q,feature_77cbaeb03fb88566
B000H7XZ7Q,feature_911e9ac1b617e807
B000H7XZ7Q,feature_fbea6c4289c68eec
B000H8UH1C,feature_92fcb9b574aeea3c
B000H8UH1C,feature_9f3fac0e9a0cc46f
B000H8UH1C,feature_acea45e66291f492
B000H8UH1C,feature_d9218bcd2d4f779a
B000HUNBXG,feature_39a01a80c77af4c4
B000HUNBXG,feature_3ec4fa6aec14bbfd
B000HUNBXG,feature_40f9f7a9f4f64af5
B000HUNBXG,feature_888e594718a07b32
B000HUNBXG,feature_d096f5c48a532a08
B000J29GRW,feature_0585ab0d0cce8463
B000J29GRW,feature_2c195a52c371a5a5
B000J29GRW,feature_3eec6017a1a58af4
B000J29GRW,feature_5955e3917bd477b0
B000J29GRW,feature_87794f3fe2a36364
B000J29GRW,feature_b11747f26afc250a
B000J29GRW,feature_d3dc7e639a13767f
B000J29GRW,feature_e4677b887e9758db
B000JIIOII,feature_05018bf84f24b1ff
B000JIIOII,feature_22fd5b13396e22ea
B000JIIOII,feature_66121401826a70e4
B000JIIOII,feature_fbea6c4289c68eec
B000JR6WTM,feature_61cc65e75bd57f9d
B000JR6WTM,feature_8754fa9f3a5be417
B000JR6WTM,feature_c5a1e02fc34985bc
B000KHIQ1I,feature_4f727fb1248f7a05
B000KHTDM4,feature_7c016c2a00cd3517
B000KHTDM4,feature_d450ce442d8ac2b0
B000KMCSG2,feature_022021340ed73639
B000KMCSG2,feature_02c092986a3da37d
B000KMCSG2,feature_0face0648f0bae7b
B000KMCSG2,feature_163d2657a2b6e766
B000KMCSG2,feature_2f20064ae7887465
B000KMCSG2,feature_7d5251dd16258872
B000KMCSG2,feature_7f24c868a88884e0
B000KMCSG2,feature_9ca4f41a279a3a56
B000KMCSG2,feature_a4edda77cede84d4
B000KMCSG2,feature_d70108ebb82120a6
B000LSZAPQ,feature_c9307ea9f756b8a8
B000LSZAPQ,feature_ff5b3eba38114929
B000LT6I8I,feature_37011cb0c5ae1d04
B000LT6I8I,feature_60a86a40c3ba7fdc
B000LT6I8I,feature_b4d106817190fc77
B000LZR5XE,feature_09fb9ebc19498bf4
B000LZR5XE,feature_27607efe54a12aed
B000LZR5XE,feature_4afd90340357f8eb
B000LZR5XE,feature_4d3480939b65a79d
B000LZR5XE,feature_75f64ce4ffa96bef
B000LZR5XE,feature_c3672539af222b5b
B000N0OSAK,feature_1f0f98f4c3efd26f
B000N0OSAK,feature_21b1d7a1d06b62af
B000N0OSAK,feature_23af0d9764a0e335
B000N0OSAK,feature_9b415e1b97510d6b
B000N0OSAK,feature_9ecac699988172e9
B000N0OSAK,feature_cc3b9ec6a7004648
B000N2YZQK,feature_5eeea2483ae382db
B000N2YZQK,feature_78ed1cd4633656aa
B000N2YZQK,feature_c6f540c85524a605
B000N9IQLS,feature_0843196a00c14999
B000N9IQLS,feature_41b2a98651ec94d2
B000N9IQLS,feature_a67c7ceba0ed2991
B000N9IQLS,feature_b31671fea42c992e
B000N9IQLS,feature_dca8032233f890c2
B000N9IQLS,feature_dd2a9e6b0ad2ad5f
B000NISIP8,feature_6281a473bd45aa42
B000NISIP8,feature_cec33cbdaae45a20
B000NQ0F3S,feature_fb9e95591d7314eb
B000NTDOAQ,feature_231f8d8c8e370da1
B000NTDOAQ,feature_8f9459f3093e7699
B000NTDOAQ,feature_92ba90978de4fd42
B000NTDOAQ,feature_e3ca49b8673c20ef
B000NVNOQI,feature_148b1a16c8843155
B000NVNOQI,feature_a81f1d573869460d
B000NVNOQI,feature_d36c7aabecd13bde
B000NVNOQI,feature_d78e1480d6ee3773
B000NVWFB8,feature_3e38cc2eca9b5f59
B000NVWFB8,feature_65428f775bb226ce
B000NVWFB8,feature_bf6ca6a334013b0d
B000NWD020,feature_6ad92cd2828c1054
B000NWD020,feature_a9a085d555e3fee5
B000NWD020,feature_e0d7836a1d8660b0
B000NYZE40,feature_839e671cd1afc84b
B000NYZE40,feature_c7beb6cd10801d3c
B000NYZE40,feature_d8829acd4aa59eda
B000NZXMUW,feature_0052299e2e6267dd
B000NZXMUW,feature_18969bd6880fb3c3
B000NZXMUW,feature_8903e0db49042d3a
B000NZXMUW,feature_adcf11f352db07d8
B000NZXMUW,feature_eb92bbd94e85e3a6
B000NZXMUW,feature_f36f19d2fe8b2c1a
B000OD26SW,feature_21a42bcf58269a2e
B000OD26SW,feature_3fd46e74e4d6c315
B000OD26SW,feature_7071cbc2c1cde63e
B000OD26SW,feature_77cbaeb03fb88566
B000OD26SW,feature_d267db26b1129d6c
B000OD26SW,feature_fbea6c4289c68eec
B000OIDASC,feature_1e18ea74a88f298f
B000OIDASC,feature_31b79aca6ca34637
B000OQFVLS,feature_1151d32d7caa32f5
B000OQFVLS,feature_45fed3c2ae0541c2
B000OQFVLS,feature_85a7127c27411638
B000OQFVLS,feature_8e7ceeeb765ee4d5
B000OQFVLS,feature_8edfcf086ab4598c
B000OQFVLS,feature_985efcae38c4001a
B000ORUQF8,feature_07c6507f254ba91e
B000ORUQF8,feature_07e094d6258463eb
B000ORUQF8,feature_21921645fb3ce875
B000ORUQF8,feature_21bdac2dafc56826
B000ORUQF8,feature_805c330ba878690d
B000ORUQF8,feature_d818783109448be0
B000OT3SKQ,feature_2ea8221364df8680
B000OT3SKQ,feature_71956e1323cf4423
B000OYNCUM,feature_3d48a65a4c3d5219
B000OYNCUM,feature_4a710d7654f8a61a
B000OYNCUM,feature_b96929ded052e405
B000PKS7AU,feature_476c05de4f71e7bb
B000PKS7AU,feature_5a36c77595a243c4
B000PKS7AU,feature_b56619b3f4b3c47e
B000PKS7AU,feature_c5d082082b36adc7
B000PKS7AU,feature_d613363e7eb89bef
B000PY8B98,feature_911e9ac1b617e807
B000PY8B98,feature_979d5da7a0ef3786
B000PY8B98,feature_b996ee55cc7ff97e
B000PY8B98,feature_c95370ca9234a1a6
B000PY8B98,feature_fcea3494cb5ce3ae
B000Q69R98,feature_035f9ea08fc7d96b
B000Q69R98,feature_84ed3ed4ab70205b
B000Q69R98,feature_a974614bc94aca40
B000Q69R98,feature_bb8d42d0fe5be82b
B000QB8VO0,feature_37dddb856b89e7d1
B000QB8VO0,feature_b49e46f1c41fa249
B000QB8VO0,feature_cb0fc09de56c8b21
B000RLVZ8I,feature_22fd5b13396e22ea
B000RLVZ8I,feature_66121401826a70e4
B000RLVZ8I,feature_ddcf23e6110ac407
B000RLVZ8I,feature_fbea6c4289c68eec
B000RWJ4LM,feature_051f38afb78e34c5
B000RWJ4LM,feature_0c9595a97d956734
B000RWJ4LM,feature_216954f7e3ab41af
B000RWJ4LM,feature_68532cdd2fb95d89
B000RWJ4LM,feature_6fb13f008136227d
B000RWJ4LM,feature_7c5ee12579c54c22
B000RWJ4LM,feature_8c3a6cdf59ca8fa1
B000RWJ4LM,feature_aaaacdb4defd6e71
B000RWJ4LM,feature_e15c91a99e48df97
B000SOLOOY,feature_30867ffb8aa99c93
B000SOLOOY,feature_870aa29296b4eeee
B000SOLOOY,feature_ba0aaecfcb12d513
B000SOLOOY,feature_bff81f9db383e321
B000SSQGXE,feature_aa9e962e9ea1350d
B000SSQGXE,feature_b373cb11a433f5ce
B000SSQGXE,feature_dc9cc627d4153501
B000TFLB36,feature_0f45092322b37a50
B000TFLB36,feature_193f238162bd5bae
B000TFLB36,feature_425d7f1a138ddd31
B000TFLB36,feature_43d50a2b85b9f705
B000TFLB36,feature_5cb98142bcbd98a7
B000TFLB36,feature_b3b75383afa4ee34
B000TFLB36,feature_b609d439f2c2f323
B000TFLB36,feature_c6eff35e644aa04b
B000TFLB36,feature_c8da128e43a8583e
B000TFLB36,feature_e276b08826f03687
B000TFW8WE,feature_2dd212369cf5bc6d
B000TFW8WE,feature_835458d0a7be94e9
B000TFW8WE,feature_86632df5ef0caefa
B000TN9QPI,feature_7b9f6e0710dcb7aa
B000TN9QPI,feature_958be73731c380e6
B000TN9QPI,feature_aa43478cdae4faa6
B000TN9QPI,feature_b362083e9f4ab83f
B000TN9QPI,feature_e526864150156f27
B000TTNEZA,feature_1585d000ec2c30c0
B000TTNEZA,feature_6a58055e0384ab73
B000UI9HHO,feature_17a76b2a2341b084
B000UI9HHO,feature_21526f432a672e36
B000UI9HHO,feature_52446ec7cbace465
B000UI9HHO,feature_647eb9ded22c6a58
B000UI9HHO,feature_90851663dcd2562b
B000UK4Y5M,feature_02c092986a3da37d
B000UK4Y5M,feature_0f45092322b37a50
B000UK4Y5M,feature_1235c5983723d8ab
B000UK4Y5M,feature_193f238162bd5bae
B000UK4Y5M,feature_43d50a2b85b9f705
B000UK4Y5M,feature_5cb98142bcbd98a7
B000UK4Y5M,feature_9cf5032f6273dfbb
B000UK4Y5M,feature_b609d439f2c2f323
B000UK4Y5M,feature_c6eff35e644aa04b
B000UK4Y5M,feature_e276b08826f03687
B000UOF16Y,feature_210e273f40ff4f13
B000UOF16Y,feature_5f52e6b849472002
B000UOF16Y,feature_75b617b960e23604
B000UOF16Y,feature_8d8fdef78116549c
B000UOF16Y,feature_a6eed76f05d930ab
B000UPUNZM,feature_624feee9017020c7
B000UPUNZM,feature_b531a3671585db5d
B000US5Q8I,feature_21526f432a672e36
B000US5Q8I,feature_52446ec7cbace465
B000US5Q8I,feature_647eb9ded22c6a58
B000US5Q8I,feature_65973be475bb4653
B000US5Q8I,feature_a085ae3d81c2c2a4
B000V5F2NO,feature_b9a5c8398130b6d7
B000V5F2NO,feature_ff293ea74e466afe
B000V5KL7G,feature_e2371fe3e15717a3
B000V9FQWM,feature_58d6b7553c25e9dc
B000V9FQWM,feature_d8dfed134fe488c7
B000VCCM58,feature_0ccce5255c861b48
B000VCCM58,feature_24f5ad8c3bff29d6
B000VCCM58,feature_b0a6ffead6468343
B000VCCM58,feature_bde2dd69e21ac422
B000VCCM58,feature_eac1324e4a5c9fde
B000VMGAD8,feature_e3dbc7a9a6c74b77
B000W0C07Y,feature_d8940db91f284898
B000W0C07Y,feature_d9890827a3b618e8
B000W0C07Y,feature_f99389a93f8bb9bf
B000WGRRRQ,feature_4f01923cc696a5c6
B000WGRRRQ,feature_7bfdd7dd5d52565b
B000WGRRRQ,feature_a12f633fa56ae7fd
B000WGRRRQ,feature_f26140bed56e91b7
B000WN45ZG,feature_0358fd5268959c02
B000WN45ZG,feature_39495486f6104840
B000WN45ZG,feature_3f6cae8ef2a78411
B000WN45ZG,feature_78eb87f447c3fb5f
B000WN45ZG,feature_92631427e3c6d372
B000WN45ZG,feature_c14b1bcc8ca59507
B000WS51FE,feature_d7ecd48542899b33
B000WZNZAA,feature_1b0c6bb80ece8bb3
B000WZNZAA,feature_1e87b482cf8e52b7
B000WZNZAA,feature_2249dbcff9b4455a
B000WZNZAA,feature_5be3fffaa7bf754c
B000WZNZAA,feature_8de1b0e53acd9f9d
B000WZNZAA,feature_a36b0f5f22de64e8
B000WZQ7D2,feature_5086f64249f32ca0
B000WZQ7D2,feature_6b21dee3573f5098
B000WZQ7D2,feature_89288a6036bf0422
B000WZQ7D2,feature_b5161d8aecbfe212
B000WZQ7D2,feature_cc2d0521314ffeed
B000WZQ7D2,feature_fc2621705c48fe67
B000XEVMQ4,feature_217a755e87581030
B000XEVMQ4,feature_596b0c3e99371151
B000XEVMQ4,feature_861d183ccd76bb03
B000XEVMQ4,feature_a3d072b42bca8f3f
B000XSDC7C,feature_54da3479788d9af5
B000XSDC7C,feature_918a22b29b334a29
B000XSDC7C,feature_9f50882295d3f0af
B000XSDC7C,feature_b7e23baf8335a4a7
B000XSDC7C,feature_c6124ef35c7b1261
B000XY8OVA,feature_8625ea2821ef95aa
B000Y3SIXE,feature_3a48e3782fa8feb8
B000Y3SIXE,feature_d94ede69becef21b
B000Y3SIXE,feature_dc0940a8d4505376
B000YD9MKM,feature_16ec20fb581669c4
B000YD9MKM,feature_675868a6d4f6b822
B000YD9MKM,feature_6fb9ae8b2cd5dd28
B000YD9MKM,feature_8c8855dd72f8f45d
B000YD9MKM,feature_dc73f1200744152d
B000YD9MKM,feature_ee12a488fcc71bf8
B000ZJUEGQ,feature_48f063e90a8ee7ed
B000ZJUEGQ,feature_4fa899b1e135c505
B000ZJUEGQ,feature_732bbc911eca028d
B000ZJUEGQ,feature_ba4c928d2df01fcf
B000ZJUEGQ,feature_cbb42d2115a82dc9
B000ZJUEGQ,feature_e8c6c13cd3ab6058
